ID	ID.1	baseMean	log2FoldChange	padj	Label	Level
2816	CAAP1	243.1	0.4	0.08994	-	NoDiff
2817	SLC25A19	79.9	-0.6	0.08994	-	NoDiff
2818	USP6NL	352.4	0.3	0.09013	-	NoDiff
2819	STK36	704.8	0.3	0.09029	-	NoDiff
2820	CMAHP	134.5	-0.6	0.09067	-	NoDiff
2821	SDC3	3118.8	0.4	0.09071	-	NoDiff
2822	AP5Z1	945.5	-0.2	0.0913	-	NoDiff
2823	RBM33	1097.5	-0.3	0.09169	-	NoDiff
2824	MMAB	116.4	0.5	0.09177	-	NoDiff
2825	ATXN2	1356	-0.3	0.09177	-	NoDiff
2826	AC025265.1	6.9	-1.6	0.09177	-	NoDiff
2827	TPM1	4805.2	-0.5	0.09191	-	NoDiff
2828	PPP4C	1065.4	-0.2	0.09208	-	NoDiff
2829	NBPF10	1012.7	0.2	0.09215	-	NoDiff
2830	CYP2D6	12.8	1.1	0.09219	-	NoDiff
2831	TRPV4	150.3	-0.5	0.09222	-	NoDiff
2832	MAP3K12	1624.4	0.3	0.09222	-	NoDiff
2833	PPP1R3D	155.3	-0.4	0.09226	-	NoDiff
2834	SYNGR2	365.7	-0.7	0.0923	-	NoDiff
2835	LSM1	486.6	-0.3	0.09238	-	NoDiff
2836	NECTIN2	1190.8	-0.3	0.09251	-	NoDiff
2837	HAAO	42.7	0.8	0.09251	-	NoDiff
2838	SFT2D1	454.6	-0.3	0.09283	-	NoDiff
2839	MRPS35	574	-0.2	0.09299	-	NoDiff
2840	BZW1	5735.5	-0.2	0.09311	-	NoDiff
2841	USP54	272.1	0.6	0.09311	-	NoDiff
2842	AC124319.1	6157.4	-0.2	0.09311	-	NoDiff
2843	LINC02084	8.9	1.3	0.09312	-	NoDiff
2844	TYMSOS	21.9	1	0.09317	-	NoDiff
2845	MPC1	297.3	-0.4	0.09319	-	NoDiff
2846	NES	733.6	0.8	0.09319	-	NoDiff
2847	TM7SF2	104.5	-0.8	0.09326	-	NoDiff
2848	TMBIM6	10964	-0.2	0.0934	-	NoDiff
2849	PI4KB	1828	0.2	0.09354	-	NoDiff
2850	NUDT17	55.2	0.6	0.09354	-	NoDiff
2851	PAXIP1-AS2	335.1	0.5	0.09354	-	NoDiff
2852	NRK	107.7	-1.4	0.09357	-	NoDiff
2853	EDEM3	1681.7	-0.3	0.09401	-	NoDiff
2854	DNM3	60.6	0.9	0.09405	-	NoDiff
2855	RABGAP1	2320.3	-0.4	0.0941	-	NoDiff
2856	NEAT1	24457.4	0.5	0.09431	-	NoDiff
2857	MAPK3	2411.4	0.2	0.09447	-	NoDiff
2858	MORC2	847	-0.2	0.09447	-	NoDiff
2859	SFXN5	237.3	0.4	0.09447	-	NoDiff
2860	C18orf54	93.9	0.4	0.09451	-	NoDiff
2861	STX1B	81.6	0.6	0.09454	-	NoDiff
2862	MLLT1	1735.5	-0.3	0.09466	-	NoDiff
2863	MERTK	79.7	1.2	0.09481	-	NoDiff
2864	MYOZ3	14.7	1.4	0.09481	-	NoDiff
2865	CDYL2	124	-0.7	0.09481	-	NoDiff
2866	DNMT3A	414.5	0.3	0.09495	-	NoDiff
2867	DCAF6	2747.2	-0.3	0.09495	-	NoDiff
2868	ERLIN2	1703.6	0.3	0.09495	-	NoDiff
2869	PQLC3	620.8	-0.4	0.09495	-	NoDiff
2870	KIF9-AS1	71.7	0.6	0.09497	-	NoDiff
2871	UBE3C	2103	-0.2	0.09507	-	NoDiff
2872	BRINP1	30.3	1	0.09507	-	NoDiff
2873	TNNT2	7.4	-2.2	0.09507	-	NoDiff
2874	DNAJB2	1854.3	0.2	0.09507	-	NoDiff
2875	OSTC	1611.6	-0.2	0.09516	-	NoDiff
2876	CMAS	521.2	-0.3	0.09525	-	NoDiff
2877	NPAS3	7	3.6	0.09526	-	NoDiff
2878	PCGF5	955	-0.4	0.09536	-	NoDiff
2879	FBXO42	610.4	-0.2	0.09548	-	NoDiff
2880	ATP6V0B	646	-0.3	0.09548	-	NoDiff
2881	ARHGEF9	581.8	0.3	0.09548	-	NoDiff
2882	NIP7	286.4	-0.4	0.09548	-	NoDiff
2883	CHAC2	13.5	-1	0.09548	-	NoDiff
2884	RER1	2444.5	-0.2	0.09548	-	NoDiff
2885	DEAF1	826.9	0.2	0.09548	-	NoDiff
2886	CD163L1	7.5	-2.8	0.09548	-	NoDiff
2887	MLF1	154.5	0.7	0.09548	-	NoDiff
2888	RUNX1T1	959.5	0.4	0.09557	-	NoDiff
2889	SMARCB1	890	0.3	0.09566	-	NoDiff
2890	ATP6V0E1	3514.8	-0.3	0.09567	-	NoDiff
2891	ERAP1	1386.7	0.3	0.09567	-	NoDiff
2892	COL14A1	6446.9	0.8	0.09567	-	NoDiff
2893	ZNF563	41.9	0.6	0.09567	-	NoDiff
2894	UBP1	1322	-0.2	0.09582	-	NoDiff
2895	ANO6	3529.2	-0.2	0.09594	-	NoDiff
2896	SBF1	3046.2	-0.1	0.09601	-	NoDiff
2897	SYPL2	100.9	-1.3	0.09601	-	NoDiff
2898	PAGR1	315.2	0.4	0.09601	-	NoDiff
2899	H6PD	6115.8	-0.3	0.09629	-	NoDiff
2900	CRYAB	1746.9	-0.5	0.09629	-	NoDiff
2901	GAS6-DT	211.9	-0.7	0.09632	-	NoDiff
2902	PRIM2	403	0.4	0.0965	-	NoDiff
2903	ABHD4	2030.6	0.2	0.09663	-	NoDiff
2904	METTL3	745.6	-0.2	0.09664	-	NoDiff
2905	SIKE1	709.8	-0.3	0.09679	-	NoDiff
2906	EDRF1-DT	19.9	1.1	0.09683	-	NoDiff
2907	WIPI2	2027.6	-0.2	0.09685	-	NoDiff
2908	BBS10	647.8	-0.3	0.09725	-	NoDiff
2909	MOCS1	525.8	-0.5	0.0973	-	NoDiff
2910	EPC1	473	0.2	0.09754	-	NoDiff
2911	BANP	189.5	0.5	0.09775	-	NoDiff
2912	IMPA1	290.8	-0.3	0.09786	-	NoDiff
2913	ROBO3	182.5	0.5	0.09801	-	NoDiff
2914	NUDT22	369.8	-0.4	0.09802	-	NoDiff
2915	TARSL2	194	0.6	0.0983	-	NoDiff
2916	GNA11	1785.3	-0.2	0.09842	-	NoDiff
2917	IGFBP2	1871.9	-2	0.09842	-	NoDiff
2918	RAC1	4926.8	-0.2	0.09864	-	NoDiff
2919	AP003068.2	49.3	-0.9	0.09864	-	NoDiff
2920	GDPD5	602	-0.7	0.09871	-	NoDiff
2921	PTPN4	294	0.6	0.09877	-	NoDiff
2922	CASK	949.5	0.4	0.09877	-	NoDiff
2923	AC021016.2	38.8	-0.8	0.09877	-	NoDiff
2924	DDT	479.9	-0.3	0.09884	-	NoDiff
2925	NEU3	171	0.6	0.09884	-	NoDiff
2926	EPG5	3281.4	-0.4	0.09898	-	NoDiff
2927	SPECC1L	2426.5	-0.3	0.09903	-	NoDiff
2928	CPEB1	466.3	0.8	0.09904	-	NoDiff
2929	KMT5A	1148.8	0.4	0.09921	-	NoDiff
2930	WDR19	1689.9	-0.3	0.0994	-	NoDiff
2931	WEE1	2975	-0.6	0.09948	-	NoDiff
2932	HS1BP3	1011.5	-0.3	0.0995	-	NoDiff
2933	ARNT2	1620.5	-0.5	0.09954	-	NoDiff
2934	RNF41	1405.9	-0.3	0.09957	-	NoDiff
2935	CRNKL1	703.4	-0.2	0.09964	-	NoDiff
2936	CEP41	200	0.4	0.09964	-	NoDiff
2937	CEMIP	122465	-1	0.09971	-	NoDiff
2938	NINJ1	478.6	0.5	0.09971	-	NoDiff
2939	CBFB	579.8	-0.2	0.0998	-	NoDiff
2940	MZF1	379.9	0.3	0.09983	-	NoDiff
2941	AC110597.1	72.5	0.8	0.1001	-	NoDiff
2942	TRAF3IP1	545.8	0.4	0.1002	-	NoDiff
2943	CFAP299	25.1	1	0.1003	-	NoDiff
2944	ASCC2	876.8	0.2	0.1005	-	NoDiff
2945	TMEM104	520.3	-0.2	0.1006	-	NoDiff
2946	SLC11A2	1031.5	-0.3	0.1009	-	NoDiff
2947	CDH4	56.9	-1.2	0.1009	-	NoDiff
2948	LCA5L	19.1	1	0.101	-	NoDiff
2949	TMEM145	6.8	2.6	0.101	-	NoDiff
2950	CCT5	2015.8	-0.3	0.1013	-	NoDiff
2951	ZNF846	142.7	0.4	0.1013	-	NoDiff
2952	SLC25A3	6632	-0.2	0.1014	-	NoDiff
2953	BMF	229	0.7	0.1015	-	NoDiff
2954	ECH1	1380.5	-0.3	0.1019	-	NoDiff
2955	SEPT5	252.1	0.4	0.1019	-	NoDiff
2956	AC007953.1	6.3	-1.8	0.1022	-	NoDiff
2957	PRDM1	204.9	-0.8	0.1023	-	NoDiff
2958	PIK3C3	1085.2	-0.2	0.1023	-	NoDiff
2959	NT5DC3	295.7	-0.8	0.1023	-	NoDiff
2960	FXR2	756.6	-0.3	0.1023	-	NoDiff
2961	UPP1	107.5	1	0.1023	-	NoDiff
2962	LINC01119	25.4	1.1	0.1023	-	NoDiff
2963	MAP3K15	7.7	1.7	0.1024	-	NoDiff
2964	GPC2	17.6	1.3	0.1024	-	NoDiff
2965	CORO1C	7821.2	-0.2	0.1025	-	NoDiff
2966	ATP5F1B	6493.8	-0.1	0.1026	-	NoDiff
2967	RUBCN	418.2	-0.3	0.1026	-	NoDiff
2968	DNAJC5	1920	-0.1	0.1028	-	NoDiff
2969	RSU1	2623.9	-0.2	0.1028	-	NoDiff
2970	FBXL3	1444.6	-0.4	0.1031	-	NoDiff
2971	SLC2A13	407.7	-0.3	0.1031	-	NoDiff
2972	ANXA1	9592.1	-0.4	0.1032	-	NoDiff
2973	FUT4	261	-0.4	0.1032	-	NoDiff
2974	AKT2	2756.4	0.1	0.1033	-	NoDiff
2975	AC107214.2	8.7	-1.5	0.1033	-	NoDiff
2976	IRF2	674.6	-0.3	0.1035	-	NoDiff
2977	FHL1	10425.6	-0.4	0.1039	-	NoDiff
2978	OSER1	844	-0.3	0.1039	-	NoDiff
2979	PCYOX1	8500.5	-0.4	0.104	-	NoDiff
2980	GNRH1	97.7	-0.5	0.104	-	NoDiff
2981	FGF1	181.8	-1	0.1042	-	NoDiff
2982	SERPINE1	6441.3	-0.7	0.1043	-	NoDiff
2983	CHD4	5134.9	0.3	0.1045	-	NoDiff
2984	INSYN1	44.8	1.3	0.1046	-	NoDiff
2985	AL137003.1	22.8	1.3	0.1046	-	NoDiff
2986	CSPG4P11	120.8	0.5	0.105	-	NoDiff
2987	AC010653.2	10.9	2.9	0.105	-	NoDiff
2988	PDCD10	465	-0.3	0.1056	-	NoDiff
2989	CSGALNACT2	1369.9	-0.2	0.1056	-	NoDiff
2990	PUS1	139.2	-0.6	0.1056	-	NoDiff
2991	KBTBD3	93.2	-1.1	0.1056	-	NoDiff
2992	DHRS7B	327.9	-0.4	0.1057	-	NoDiff
2993	AL049840.4	120.3	-0.5	0.106	-	NoDiff
2994	ZNF106	11043.8	-0.4	0.1066	-	NoDiff
2995	RTL8C	4127.1	-0.2	0.1066	-	NoDiff
2996	COPS7B	524.3	0.3	0.1067	-	NoDiff
2997	PSMA7	1593.1	-0.3	0.1068	-	NoDiff
2998	ZNF540	41.4	1.1	0.1068	-	NoDiff
2999	RAMAC	342.6	-0.3	0.107	-	NoDiff
3000	ELOVL6	216.1	-0.6	0.107	-	NoDiff
3001	NFYA	402.8	0.5	0.1072	-	NoDiff
3002	SSBP4	648.9	0.3	0.1073	-	NoDiff
3003	GNAQ	1668	-0.3	0.1073	-	NoDiff
3004	TTC30B	92.9	0.4	0.1073	-	NoDiff
3005	TEX30	130.7	-0.4	0.1076	-	NoDiff
3006	ACTN1	12707	-0.4	0.1077	-	NoDiff
3007	ADA2	617	0.4	0.1077	-	NoDiff
3008	LPXN	106.1	0.4	0.1077	-	NoDiff
3009	ZNF426	523.7	0.2	0.1077	-	NoDiff
3010	SKA2	420.3	0.3	0.1077	-	NoDiff
3011	OLMALINC	302.5	0.3	0.1077	-	NoDiff
3012	AC112128.1	96.4	0.7	0.1077	-	NoDiff
3013	TOB2	2290.6	-0.3	0.1079	-	NoDiff
3014	ABCB11	6.5	2.2	0.108	-	NoDiff
3015	GLCCI1	231.2	-0.5	0.1081	-	NoDiff
3016	GRK6	282.1	-0.3	0.1081	-	NoDiff
3017	PRDX3	1896	-0.2	0.1082	-	NoDiff
3018	PEX12	242	0.3	0.1083	-	NoDiff
3019	RFX5	669.9	0.4	0.1083	-	NoDiff
3020	PRTFDC1	369.3	0.3	0.1085	-	NoDiff
3021	IMPDH1	834.8	-0.4	0.1086	-	NoDiff
3022	ALG5	467.5	-0.3	0.1086	-	NoDiff
3023	SPART	2355.4	-0.3	0.1086	-	NoDiff
3024	RPGR	127.3	-0.6	0.1086	-	NoDiff
3025	RBBP4	2133.1	0.1	0.1086	-	NoDiff
3026	NUDT19	149.6	-0.3	0.1086	-	NoDiff
3027	IFT27	575	0.2	0.1087	-	NoDiff
3028	MACF1	12282.1	-0.3	0.1087	-	NoDiff
3029	MAPK11	287.9	-0.5	0.1087	-	NoDiff
3030	AC089983.1	41.4	-1.1	0.1087	-	NoDiff
3031	HGS	1871.7	-0.2	0.1088	-	NoDiff
3032	JOSD1	1216.9	-0.3	0.1089	-	NoDiff
3033	C2orf42	183.8	0.3	0.1089	-	NoDiff
3034	FAM86C2P	93.1	0.6	0.109	-	NoDiff
3035	JADE2	1510.7	-0.3	0.1093	-	NoDiff
3036	MEDAG	1561.7	-0.6	0.1093	-	NoDiff
3037	ZSCAN29	524.1	0.3	0.1093	-	NoDiff
3038	TMEM53	132.6	-0.7	0.1094	-	NoDiff
3039	ENDOG	132.1	-0.5	0.1094	-	NoDiff
3040	EIF2B2	510.5	0.4	0.1095	-	NoDiff
3041	RAPGEF1	1836.7	-0.3	0.1096	-	NoDiff
3042	PPP4R1L	227.3	0.3	0.1099	-	NoDiff
3043	SRD5A3	181	-0.4	0.1099	-	NoDiff
3044	AL592158.1	9.6	-1.7	0.1099	-	NoDiff
3045	TTC7B	448.7	0.2	0.11	-	NoDiff
3046	SLC25A4	361.1	-0.7	0.1102	-	NoDiff
3047	UNKL	576	-0.3	0.1103	-	NoDiff
3048	ZNF85	43.7	0.7	0.1103	-	NoDiff
3049	SIMC1	235.5	-0.4	0.1103	-	NoDiff
3050	CLN3	576.2	-0.2	0.1105	-	NoDiff
3051	PSMC3	1431.9	-0.2	0.1108	-	NoDiff
3052	PMM2	516.9	-0.3	0.1109	-	NoDiff
3053	IGSF10	6569.9	0.9	0.1109	-	NoDiff
3054	LINC00933	66.4	-0.7	0.1109	-	NoDiff
3055	EME1	14.8	1	0.111	-	NoDiff
3056	SEMA4C	776.7	-0.4	0.111	-	NoDiff
3057	CCDC130	392.1	-0.2	0.1111	-	NoDiff
3058	LINC02473	12.2	1.3	0.1111	-	NoDiff
3059	DCUN1D4	1178.9	-0.3	0.1112	-	NoDiff
3060	KDM3A	1309.6	-0.3	0.1112	-	NoDiff
3061	PPP1R3C	3617.1	0.4	0.1112	-	NoDiff
3062	CACNA1C	1934.4	0.6	0.1112	-	NoDiff
3063	ARHGAP20	1122.7	0.4	0.1116	-	NoDiff
3064	TLNRD1	236.3	-0.4	0.1116	-	NoDiff
3065	RPN1	3527.6	-0.2	0.1116	-	NoDiff
3066	CCHCR1	289.1	0.3	0.1116	-	NoDiff
3067	RCHY1	243.8	0.3	0.1119	-	NoDiff
3068	LPIN1	4545.4	-0.5	0.1121	-	NoDiff
3069	BTG2	914.7	0.4	0.1121	-	NoDiff
3070	FAM102B	708.9	0.4	0.1121	-	NoDiff
3071	SLC25A24	915	-0.2	0.1123	-	NoDiff
3072	RASD1	92.6	-2.2	0.1123	-	NoDiff
3073	C10orf142	6.8	1.6	0.1124	-	NoDiff
3074	GRB10	715.1	-0.4	0.1126	-	NoDiff
3075	LRTOMT	145.9	0.4	0.1126	-	NoDiff
3076	AMZ2P1	240.7	0.4	0.1126	-	NoDiff
3077	SH3BP1	84.7	0.8	0.1128	-	NoDiff
3078	IRF1	490.3	0.5	0.1128	-	NoDiff
3079	PAQR6	21.9	-1	0.1129	-	NoDiff
3080	MUS81	490.6	-0.4	0.1129	-	NoDiff
3081	COQ2	149.5	-0.5	0.1129	-	NoDiff
3082	SPON1	1626.3	-1.7	0.113	-	NoDiff
3083	DCLK2	199.1	-0.5	0.1132	-	NoDiff
3084	USP40	1072.4	0.2	0.1133	-	NoDiff
3085	ADRM1	1351.1	-0.1	0.1136	-	NoDiff
3086	AC060766.1	71.5	-0.8	0.1136	-	NoDiff
3087	RABAC1	1747.3	-0.3	0.1138	-	NoDiff
3088	CPSF4	342.5	0.2	0.1139	-	NoDiff
3089	FAM131A	279.2	-0.4	0.1139	-	NoDiff
3090	CCN2	11865.8	-1.3	0.114	-	NoDiff
3091	RNASEH1	458.5	-0.2	0.114	-	NoDiff
3092	TVP23C-CDRT4	123.7	0.4	0.1141	-	NoDiff
3093	SRPK1	773.8	-0.2	0.1142	-	NoDiff
3094	ARSG	636.3	-0.5	0.1142	-	NoDiff
3095	LRATD1	10	-1.4	0.1144	-	NoDiff
3096	PGM2	301.4	-0.3	0.1144	-	NoDiff
3097	CLK1	2680	-0.3	0.1145	-	NoDiff
3098	STXBP5	1717.1	-0.3	0.1146	-	NoDiff
3099	DHX33	499.9	-0.3	0.1147	-	NoDiff
3100	AC245041.1	7.4	-1.6	0.1147	-	NoDiff
3101	RAD23A	1285.9	-0.2	0.1149	-	NoDiff
3102	GADD45G	11.9	1.8	0.115	-	NoDiff
3103	ZNF713	39	0.7	0.115	-	NoDiff
3104	AP1S2	646.9	-0.3	0.115	-	NoDiff
3105	CHTF18	84.5	0.8	0.1153	-	NoDiff
3106	SS18L2	121.7	-0.5	0.1155	-	NoDiff
3107	BOC	1560.8	-0.7	0.1155	-	NoDiff
3108	DCBLD1	656.6	0.4	0.1155	-	NoDiff
3109	PPIC	1155.1	0.3	0.1155	-	NoDiff
3110	CD248	12891	0.6	0.1155	-	NoDiff
3111	MBNL3	125.9	0.4	0.1157	-	NoDiff
3112	ABCF2	883.1	-0.3	0.1159	-	NoDiff
3113	CBR4	268.2	-0.3	0.1159	-	NoDiff
3114	PLXDC2	1096.1	-1	0.1161	-	NoDiff
3115	EMC6	226.3	-0.3	0.1161	-	NoDiff
3116	SPOCK1	6594.9	-0.7	0.1161	-	NoDiff
3117	TCF21	7606.9	-0.5	0.1163	-	NoDiff
3118	OTUD4	1515.4	-0.3	0.1163	-	NoDiff
3119	ATG16L2	226.4	0.5	0.1163	-	NoDiff
3120	ZSWIM7	166.6	0.4	0.1163	-	NoDiff
3121	ZNF658	102.3	0.4	0.1165	-	NoDiff
3122	HMG20B	1167.3	-0.2	0.1167	-	NoDiff
3123	C1orf50	176.2	0.6	0.1168	-	NoDiff
3124	NBPF3	991.7	-0.3	0.1169	-	NoDiff
3125	STX7	1373.7	-0.3	0.1177	-	NoDiff
3126	UACA	2755.1	0.3	0.1177	-	NoDiff
3127	DLGAP1-AS2	73.6	-0.5	0.1177	-	NoDiff
3128	SLC23A2	863.7	0.3	0.1179	-	NoDiff
3129	CDKN2AIPNL	212.8	-0.3	0.1181	-	NoDiff
3130	NFKB2	569.3	-0.2	0.1182	-	NoDiff
3131	WHAMMP3	140.2	-0.5	0.1182	-	NoDiff
3132	PI4K2A	1169.1	0.2	0.1183	-	NoDiff
3133	SHISAL1	242.8	1.2	0.1184	-	NoDiff
3134	LGALS9	18.6	1.6	0.1184	-	NoDiff
3135	RBKS	32.2	0.6	0.1184	-	NoDiff
3136	MRPL14	335.9	0.4	0.1184	-	NoDiff
3137	ASPM	120.1	0.6	0.1187	-	NoDiff
3138	EIF4A2	6264.1	0.1	0.1188	-	NoDiff
3139	C2orf81	85.7	0.5	0.1188	-	NoDiff
3140	FAM111A-DT	96.7	0.4	0.1189	-	NoDiff
3141	TBC1D10A	368.2	-0.4	0.1191	-	NoDiff
3142	TMED8	378.8	-0.3	0.1191	-	NoDiff
3143	KPNA3	1341.2	-0.2	0.1191	-	NoDiff
3144	MET	901.2	-0.6	0.1191	-	NoDiff
3145	SYNE3	1769.4	-0.4	0.1191	-	NoDiff
3146	AC074141.1	16.3	0.9	0.1191	-	NoDiff
3147	AP002990.1	194.9	0.6	0.1193	-	NoDiff
3148	SLMAP	1205.6	-0.4	0.1196	-	NoDiff
3149	PMM1	781.4	-0.2	0.1197	-	NoDiff
3150	TMEM8A	1877.3	-0.3	0.1198	-	NoDiff
3151	RPRD2	1030.9	0.2	0.1198	-	NoDiff
3152	ATRX	3136.1	0.4	0.1199	-	NoDiff
3153	EFNB1	537.3	0.6	0.1199	-	NoDiff
3154	CTCF	711.7	0.2	0.1199	-	NoDiff
3155	NR2F1-AS1	524.2	0.3	0.1199	-	NoDiff
3156	ARMCX2	1436.3	0.3	0.12	-	NoDiff
3157	AP2S1	1170.8	-0.2	0.1201	-	NoDiff
3158	MAGI3	300.9	0.3	0.1201	-	NoDiff
3159	PTTG1IP	7067.8	-0.3	0.1201	-	NoDiff
3160	AL354740.1	426.2	-0.6	0.1203	-	NoDiff
3161	KCTD21-AS1	42.5	0.8	0.1205	-	NoDiff
3162	BAG5	682.3	-0.2	0.1207	-	NoDiff
3163	CAPN5	1381.6	0.4	0.1209	-	NoDiff
3164	SLC1A7	288.9	0.5	0.1209	-	NoDiff
3165	NTM	152.1	0.7	0.1209	-	NoDiff
3166	CNOT7	1140.4	0.2	0.1209	-	NoDiff
3167	HYAL2	646.5	0.2	0.121	-	NoDiff
3168	TXLNB	211.1	0.7	0.1211	-	NoDiff
3169	VPS37D	74	0.5	0.1211	-	NoDiff
3170	HPX	17.5	1.3	0.1213	-	NoDiff
3171	CCKAR	1179.2	2.1	0.1213	-	NoDiff
3172	TPM3	4088.9	-0.3	0.1214	-	NoDiff
3173	NPIPP1	241.4	-0.3	0.1216	-	NoDiff
3174	AL109840.2	6.4	1.6	0.1216	-	NoDiff
3175	AL391822.1	18.7	-1	0.1219	-	NoDiff
3176	AC099344.3	8	-1.6	0.122	-	NoDiff
3177	GSTO1	1219.5	-0.4	0.1222	-	NoDiff
3178	KIT	465.8	0.4	0.1222	-	NoDiff
3179	RN7SL417P	7.2	1.3	0.1222	-	NoDiff
3180	GDF10	4126.4	0.8	0.1222	-	NoDiff
3181	MYH10	15215.7	-0.6	0.1224	-	NoDiff
3182	DPY19L2P2	73.4	0.5	0.1228	-	NoDiff
3183	PLEKHG5	144.4	0.7	0.123	-	NoDiff
3184	TMEM106A	70.6	0.8	0.123	-	NoDiff
3185	MCM7	732.3	0.3	0.1235	-	NoDiff
3186	UNC119B	2027.9	-0.4	0.1235	-	NoDiff
3187	LMO3	57.9	-1	0.1236	-	NoDiff
3188	SNAPC2	311.6	-0.4	0.1237	-	NoDiff
3189	NFKBIZ	374.2	-0.5	0.1237	-	NoDiff
3190	DSC3	330.9	-1.7	0.1238	-	NoDiff
3191	SMC5	835.6	-0.2	0.1239	-	NoDiff
3192	SLC26A2	677.1	-0.3	0.124	-	NoDiff
3193	FGD1	513	0.3	0.1244	-	NoDiff
3194	IFIT2	379.8	0.6	0.1244	-	NoDiff
3195	MTHFD1L	1402.3	0.5	0.1244	-	NoDiff
3196	SLC25A38	478.1	-0.3	0.1244	-	NoDiff
3197	FAM177A1	720.3	-0.3	0.1244	-	NoDiff
3198	CTBP1-DT	336.6	0.4	0.1244	-	NoDiff
3199	TMEM158	642.8	0.5	0.1244	-	NoDiff
3200	AC010422.8	102.6	-0.4	0.1244	-	NoDiff
3201	SMARCAL1	622.8	0.2	0.1246	-	NoDiff
3202	TKT	4979.3	0.6	0.1246	-	NoDiff
3203	MRTFA	1012.9	-0.3	0.1246	-	NoDiff
3204	BBS12	163.3	-0.4	0.1247	-	NoDiff
3205	CNBP	3606.8	-0.2	0.1248	-	NoDiff
3206	AL158151.1	25.7	0.9	0.1248	-	NoDiff
3207	SLC49A3	65.9	-0.4	0.1249	-	NoDiff
3208	RAP1B	3451.2	-0.3	0.125	-	NoDiff
3209	SLC41A2	359.4	0.7	0.125	-	NoDiff
3210	KLF4	1245.1	0.7	0.125	-	NoDiff
3211	SETD1B	965.2	-0.2	0.1251	-	NoDiff
3212	HCFC1R1	910.8	0.4	0.1254	-	NoDiff
3213	DHCR24	5093.9	-0.7	0.1255	-	NoDiff
3214	AGL	919.9	-0.4	0.1255	-	NoDiff
3215	TARS	1410.4	0.3	0.1256	-	NoDiff
3216	AC135457.1	118.9	-0.5	0.126	-	NoDiff
3217	COL4A3BP	1829.6	-0.4	0.1265	-	NoDiff
3218	PPARD	1050	-0.2	0.1266	-	NoDiff
3219	ARFGEF2	1633.8	-0.3	0.1267	-	NoDiff
3220	TCTA	568	-0.3	0.1268	-	NoDiff
3221	ANKRD13C	792.1	-0.2	0.1269	-	NoDiff
3222	WDR83	144.6	-0.4	0.1269	-	NoDiff
3223	OSGEPL1	103.2	0.4	0.1269	-	NoDiff
3224	RIBC1	11.9	1.1	0.1272	-	NoDiff
3225	LRP10	12780.9	-0.2	0.1272	-	NoDiff
3226	AL138478.1	134.1	-0.8	0.1276	-	NoDiff
3227	FAM86C1	105	0.6	0.1278	-	NoDiff
3228	SVBP	308.1	0.3	0.1278	-	NoDiff
3229	FKBP7	661.5	0.3	0.1279	-	NoDiff
3230	ZNF573	51	0.7	0.128	-	NoDiff
3231	RAB3D	282	-0.4	0.1283	-	NoDiff
3232	SDCBP	6218.5	0.2	0.1283	-	NoDiff
3233	PLEKHA4	1205.6	0.5	0.1284	-	NoDiff
3234	DLG5	3491.2	-0.3	0.1289	-	NoDiff
3235	FRRS1L	77	0.5	0.1292	-	NoDiff
3236	NRM	122.1	0.5	0.1293	-	NoDiff
3237	TRPM4	527.7	-0.4	0.1294	-	NoDiff
3238	NACAD	324.5	0.2	0.1294	-	NoDiff
3239	CCDC137	412.4	-0.3	0.1294	-	NoDiff
3240	ROR1-AS1	38.4	0.8	0.1294	-	NoDiff
3241	RFX2	224.4	0.5	0.1297	-	NoDiff
3242	ITGA11	1185.6	1.6	0.1297	-	NoDiff
3243	SNRNP200	4382.8	0.1	0.1297	-	NoDiff
3244	FAM53B	361.6	0.3	0.1297	-	NoDiff
3245	MFHAS1	465.5	-0.6	0.1298	-	NoDiff
3246	EFS	261.8	0.5	0.1302	-	NoDiff
3247	CUTA	1217.5	0.2	0.1302	-	NoDiff
3248	EPB41L5	781.2	-0.3	0.1302	-	NoDiff
3249	TMEM173	1246.2	-0.5	0.1304	-	NoDiff
3250	PLXNA2	241.6	0.6	0.1305	-	NoDiff
3251	COL15A1	1364.4	0.8	0.1305	-	NoDiff
3252	NOP14	815	-0.2	0.1306	-	NoDiff
3253	SOX9-AS1	8.9	1.6	0.1306	-	NoDiff
3254	PLEKHO1	703	-0.4	0.1307	-	NoDiff
3255	USP5	1615.3	0.2	0.1307	-	NoDiff
3256	HSPA12A	436.1	0.7	0.1307	-	NoDiff
3257	C3orf62	188	-0.4	0.1307	-	NoDiff
3258	SLC9B1	16.5	1.1	0.1308	-	NoDiff
3259	CLCN4	574.6	-0.5	0.1309	-	NoDiff
3260	RALGPS2	2447.3	0.4	0.1311	-	NoDiff
3261	ZNF692	256.4	0.3	0.1311	-	NoDiff
3262	SPTAN1	11273.1	-0.2	0.1311	-	NoDiff
3263	CRTC2	577.3	-0.2	0.1313	-	NoDiff
3264	KCNB2	6.3	2.4	0.1313	-	NoDiff
3265	AC017002.3	66.2	0.6	0.1313	-	NoDiff
3266	IRF2BP2	1370.4	0.3	0.1314	-	NoDiff
3267	NMUR1	7.7	-1.5	0.1314	-	NoDiff
3268	AP000550.1	13.4	-1.6	0.1314	-	NoDiff
3269	TRIM6	167.2	0.3	0.1316	-	NoDiff
3270	TMEM69	397.8	0.3	0.1317	-	NoDiff
